Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6gxKUmycQX7uyMwJcweFjp,"We Paid (feat. 42 Dugg)","My Turn (Deluxe)","Lil Baby;42 Dugg",2020-05-01,181929,75,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:04:24Z,"","Quality Control/Motown Records",0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.564,135.14,4
spotify:track:3z3Xzi1zgNJTq99Lly4SiI,"Russ Millions x Buni x Fumez The Engineer - Plugged In","Russ Millions x Buni x Fumez The Engineer - Plugged In","Fumez The Engineer;Russ Millions;Buni",2021-01-14,140689,0,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:10:29Z,"drill reino unido,drill,grime,grime reino unido","Fumez The Engineer",0.77,0.708,9,-10.13,1,0.313,0.124,0,0.128,0.616,144.996,4
spotify:track:2swRdG3vAk5bYBR3oSf1cg,"BM (London View)","BM (London View)","OTP",2021-07-23,164623,1,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:11:19Z,"drill reino unido,drill","Touch Paper Records",0.868,0.522,11,-8.601,1,0.355,0.24,0,0.235,0.8,143.01,4
spotify:track:4cSSL3YafYjM3yjgFO1vJg,"Walk Em Down (feat. Roddy Ricch)","Walk Em Down (feat. Roddy Ricch)","NLE Choppa;Roddy Ricch",2020-03-19,173288,60,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:12:11Z,"rap melódico","Warner Records",0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,4
spotify:track:3WCXvxgQ7U3mznWsQjiEMu,"6locc 6a6y","6locc 6a6y","Lil Loaded",2019-12-06,131285,70,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:12:47Z,"drill","Lil Loaded Music",0.871,0.702,5,-8.025,1,0.253,0.296,0,0.0912,0.675,125.089,4
spotify:track:5jXuvCO3GRprPWKj0Dze8y,"Lil Jon 2","Lil Jon 2","Derek;MC Igu;Marreta",2021-08-03,222720,28,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:13:00Z,"trap brasileiro,trap,hip hop brasileiro,trap funk","Derek Luccas",0.856,0.555,2,-7.183,1,0.258,0.576,0.0000378,0.449,0.352,110.017,4
spotify:track:68MTDH8Kk4jBEV1ah0n89s,"EA (feat. 21 Savage)","SlimeBall 2","Young Nudy;21 Savage",2017-08-11,227175,72,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:14:01Z,"","Paradise East Records, LLC",0.451,0.876,10,-5.205,0,0.414,0.261,0,0.098,0.227,87.306,5
spotify:track:2ABBlgwXo68orcunvBYYiY,"Aulas e Cursos","Aulas e Cursos","DNASTY",2022-04-01,213634,53,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:15:17Z,"trap brasileiro,hip hop brasileiro,trap","Labidad Music",0.761,0.571,6,-10.133,0,0.0349,0.0592,0,0.175,0.628,113.985,4
spotify:track:4qS2KPWvsQzLvRa9oCHw41,"You (feat. Travis Scott)","Life of a DON","Don Toliver;Travis Scott",2021-10-08,213636,85,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T20:19:08Z,"rap","Cactus Jack / Atlantic",0.782,0.528,1,-6.035,0,0.0532,0.409,0.0000789,0.0999,0.389,117.977,4
spotify:track:7uJH0YdSZL6psjxI6Xy08b,"Acquainted","Beauty Behind The Madness","The Weeknd",2015-08-28,348853,75,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:28:26Z,"","The Weeknd/Lyric",0.372,0.478,7,-9.835,0,0.0503,0.482,0,0.0844,0.254,101.102,4
spotify:track:6rhbL6MhAej39S8KupwjrC,"Final Lullaby - Bonus Track","After Hours (Deluxe)","The Weeknd",2020-04-03,185688,44,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:28:54Z,"","Republic Records",0.604,0.26,11,-10.498,1,0.0373,0.841,0.0000933,0.327,0.318,100.901,3
spotify:track:7rWCWzPRftzZTZtIyQtaDU,"KEEP IT BURNIN (feat. Kanye West)","I NEVER LIKED YOU","Future;Kanye West",2022-04-29,207213,52,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:29:59Z,"rap","Epic/Freebandz",0.652,0.578,0,-6.187,1,0.161,0.00861,0,0.285,0.195,87.395,4
spotify:track:33pp6wXPrz46pIwsBrG3HS,"City of Gods (Part II)","City of Gods (Part II)","Alicia Keys",2022-04-07,192000,1,false,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:30:59Z,"r&b,neo soul","AKW Records",0.29,0.421,8,-6.951,0,0.034,0.784,0,0.0897,0.308,78.027,4
spotify:track:3XOalgusokruzA5ZBA2Qcb,"pushin P (feat. Young Thug)","DS4EVER","Gunna;Future;Young Thug",2022-01-13,136266,69,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:33:35Z,"rap melódico,rap,trap","300 Entertainment",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1
spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,"Knife Talk (with 21 Savage ft. Project Pat)","Certified Lover Boy","Drake;21 Savage;Project Pat",2021-09-03,242965,77,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:34:11Z,"rap,southern hip hop,crunk,gangster rap","OVO",0.849,0.424,5,-9.579,0,0.324,0.0635,0,0.0834,0.153,145.887,4
spotify:track:40iJIUlhi6renaREYGeIDS,"Fair Trade (with Travis Scott)","Certified Lover Boy","Drake;Travis Scott",2021-09-03,291175,83,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:34:46Z,"rap","OVO",0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,4
spotify:track:2bjwRfXMk4uRgOD9IBYl9h,"Portland","More Life","Drake;Quavo;Travis Scott",2017-03-18,236614,70,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:35:57Z,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.925,0.443,1,-8.216,1,0.264,0.0172,0,0.276,0.35,136.078,4
spotify:track:0k1WUmIRnG3xU6fvvDVfRG,"Way 2 Sexy (with Future & Young Thug)","Certified Lover Boy","Drake;Future;Young Thug",2021-09-03,257604,75,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:36:02Z,"rap,rap melódico,trap","OVO",0.803,0.597,11,-6.035,0,0.141,0.000619,0.0000045,0.323,0.331,136.008,4
spotify:track:2HSmyk2qMN8WQjuGhaQgCk,"Champagne Poetry","Certified Lover Boy","Drake",2021-09-03,336511,75,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:38:16Z,"rap","OVO",0.423,0.667,6,-7.012,0,0.326,0.758,0,0.246,0.496,86.743,4
spotify:track:0IabpxMpUV7waD7U4uDIMJ,"Impossible","Rodeo","Travis Scott",2015-09-04,242506,68,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:38:27Z,"rap","Cactus Jack / Epic",0.497,0.465,3,-8.529,0,0.158,0.392,0.0000252,0.603,0.295,147.949,4
spotify:track:0ewuh2X9xZJm6ZbqubJg1j,"Céu Azul","Prin$","Chris MC;Luccas Carlos",2019-01-13,209395,0,false,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:39:54Z,"hip hop brasileiro,trap brasileiro,pop nacional","Pineapple StormTV",0.67,0.545,9,-6.232,1,0.0489,0.675,0.0000484,0.0985,0.264,74.522,4
spotify:track:0lMMvEVXz5DsegUjTJeecl,"Corre","Prin$","Chris MC;Pan Mikelan;FBC",2019-01-13,248135,0,false,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:40:05Z,"hip hop brasileiro,trap brasileiro,miami bass,boom bap","Pineapple StormTV",0.582,0.663,8,-7.036,0,0.55,0.531,0,0.13,0.361,87.932,3
spotify:track:51EC3I1nQXpec4gDk0mQyP,"90210 (feat. Kacy Hill)","Rodeo","Travis Scott;Kacy Hill",2015-09-04,339066,82,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:41:57Z,"rap","Cactus Jack / Epic",0.402,0.527,9,-6.737,0,0.0917,0.113,0.00000848,0.105,0.31,81.42,4
spotify:track:0b1rp0Z6QmvzmRaNcuG4Ye,"O QUE VOCÊ FEZ COMIGO","EL DEREK","Derek;Sabrina Lopes",2021-01-29,181347,34,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:44:39Z,"trap brasileiro,trap,hip hop brasileiro,trap funk,nova mpb","Derek Luccas",0.75,0.45,0,-8.407,1,0.128,0.607,0,0.0993,0.438,85.957,4
spotify:track:62k5IUjbFlUeVPdieboItb,"Armed N Dangerous","Meet The Woo 2","Pop Smoke",2020-02-07,146720,15,false,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:46:08Z,"drill do brooklyn,drill de nova iorque,drill","Victor Victor Worldwide",0.751,0.718,8,-7.347,0,0.103,0.496,0.0328,0.112,0.659,143.557,4
spotify:track:2hYN1IVp5LGIsi5MpzcjVz,"War (feat. Lil Tjay) - Bonus","Meet The Woo 2","Pop Smoke;Lil Tjay",2020-02-07,221826,30,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:47:04Z,"drill do brooklyn,drill de nova iorque,drill,rap melódico","Victor Victor Worldwide",0.607,0.76,1,-4.442,0,0.189,0.194,0,0.0768,0.586,141.946,4
spotify:track:1hg3RlqFZXJb5YgRoK9qmF,"Gangstas","Shoot For The Stars Aim For The Moon","Pop Smoke",2020-07-03,160000,35,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:47:28Z,"drill do brooklyn,drill de nova iorque,drill","Victor Victor Worldwide",0.548,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.987,5
spotify:track:1D3z6HTiQsNmZxjl7F7eoG,"m y . l i f e (with 21 Savage & Morray)","The Off-Season","J. Cole;21 Savage;Morray",2021-05-14,218801,74,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-05T22:48:00Z,"rap","Dreamville, Inc., Under exclusive license to Roc Nation Records",0.597,0.587,7,-7.026,0,0.137,0.0622,0,0.214,0.0753,140.021,4
spotify:track:3s8GJ1A9ujxsKcLaJ2wY7Q,"Waves","Waves","Mr. Probz",2013-11-22,174266,65,false,8jtopaclkzi6fkcxvnzy3t27q,2022-05-10T13:37:03Z,"","Left Lane Recordings",0.365,0.277,5,-12.262,0,0.0353,0.541,0.0000287,0.38,0.2,173.264,4
spotify:track:1fidCEsYlaVE3pHwKCvpFZ,"Am I Wrong","Black Star Elephant","Nico & Vinz",2014,245866,82,false,8jtopaclkzi6fkcxvnzy3t27q,2022-05-10T13:37:56Z,"","Warner Records",0.729,0.675,8,-6.003,1,0.0312,0.175,0.00000158,0.55,0.779,119.968,4
spotify:track:2OcbewDrWFNTYRqpSzJBCY,"5X","Life of a DON","Don Toliver",2021-10-08,132398,64,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-12T01:28:19Z,"","Cactus Jack / Atlantic",0.898,0.518,1,-6.991,1,0.21,0.0402,0,0.106,0.798,145.082,4
spotify:track:2XK2iL9gSAlYIAbklTHxbk,"Double Standards","Life of a DON","Don Toliver",2021-10-08,191248,58,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-12T01:42:42Z,"","Cactus Jack / Atlantic",0.674,0.644,1,-8.576,0,0.11,0.327,0.00000175,0.337,0.667,123.049,4
spotify:track:1sbEeUY8KsdvgiQi26JBFz,"POPSTAR (feat. Drake)","KHALED KHALED","DJ Khaled;Drake",2021-04-30,200221,68,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-20T03:44:53Z,"rap","Epic/We The Best",0.803,0.565,5,-4.711,0,0.235,0.0558,0,0.141,0.474,163.085,4
spotify:track:0rqF9DKOVq7rVTdpMUHV5q,"Tropicália Drill","Tropicália Drill","Xandy MC;Elicê;Chris Beats Zn",2021-09-30,151791,2,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-25T15:33:12Z,"drill,grime,trap brasileiro,trap funk,hip hop brasileiro,trap","CAZIMU",0.715,0.591,3,-7.605,0,0.441,0.477,0,0.11,0.719,134.218,4
spotify:track:1pcOACWV5tnKt3bhvtLP82,"Smack That","Konvicted (Complete Edition)","Akon;Eminem",2022-03-04,212360,56,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-25T15:34:15Z,"rap,hip hop","Konvict/Upfront/SRC/Universal Records",0.929,0.778,5,-4.202,0,0.0513,0.185,0,0.297,0.941,118.994,4
spotify:track:6kfQDanT6Buh4Wu73ghbav,"Ayo Technology","Curtis","50 Cent;Justin Timberlake;Timbaland",2007-01-01,247946,11,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-25T15:34:22Z,"hip hop old school,east coast hip hop","Aftermath/Shady",0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144,4
spotify:track:3bidbhpOYeV4knp8AIu8Xn,"Can't Hold Us (feat. Ray Dalton)","The Heist","Macklemore;Ryan Lewis;Macklemore & Ryan Lewis;Ray Dalton",2012-10-09,258342,81,false,8jtopaclkzi6fkcxvnzy3t27q,2022-05-25T15:35:18Z,"","Macklemore",0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4
spotify:track:1CmUZGtH29Kx36C1Hleqlz,"Thrift Shop (feat. Wanz)","Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis;Macklemore;Ryan Lewis;Wanz",2013-01-14,235613,69,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-25T15:35:34Z,"g-funk,west coast hip hop","Macklemore",0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,4
spotify:track:3fbLH9OkzGDRlDpgScLktj,"Rich Nigg* Sh*t (feat. MC Igu, Sidoka, Derek & Jé Santiago)","Calzone Tapes 3","Recayd Mob;Derek;Jé;MC Igu;Sidoka",2021-11-19,268288,39,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-25T15:38:01Z,"trap brasileiro,trap,hip hop brasileiro,trap funk","Recayd",0.919,0.8,1,-4.978,0,0.106,0.055,0.00000271,0.112,0.465,108.977,4
spotify:track:4Li2WHPkuyCdtmokzW2007,"Ni**as In Paris","Watch The Throne (Deluxe)","JAŸ-Z;Kanye West",2011-08-08,219333,16,true,8jtopaclkzi6fkcxvnzy3t27q,2022-05-25T15:38:09Z,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.789,0.858,1,-5.542,1,0.311,0.129,0,0.349,0.776,140.022,4
spotify:track:2Ghp894n1laIf2w98VeAOJ,"How Do I Make You Love Me?","Dawn FM","The Weeknd",2022-01-06,214214,68,false,8jtopaclkzi6fkcxvnzy3t27q,2022-06-02T03:44:51Z,"","XO / Republic Records",0.805,0.498,7,-7.927,0,0.0737,0.0203,0.0000237,0.085,0.636,121.006,4
spotify:track:2SLwbpExuoBDZBpjfefCtV,"Out of Time","Dawn FM","The Weeknd",2022-01-06,214193,79,false,8jtopaclkzi6fkcxvnzy3t27q,2022-06-02T03:45:06Z,"","XO / Republic Records",0.65,0.76,0,-4.422,0,0.0446,0.255,0,0.339,0.838,93.057,4
spotify:track:2D4dV2KXDTszzJ3p3cFqhA,"Less Than Zero","Dawn FM","The Weeknd",2022-01-06,211814,75,false,8jtopaclkzi6fkcxvnzy3t27q,2022-06-02T03:45:17Z,"","XO / Republic Records",0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,4
spotify:track:0RkCnqwF8Tfl2QGPZwopyk,"Shake It (feat. Cardi B, Dougie B & Bory300)","Shake It (feat. Cardi B, Dougie B & Bory300)","Kay Flock;Cardi B;Dougie B;Bory300",2022-04-15,118249,53,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T00:49:26Z,"drill de nova iorque,drill,drill do brooklyn","Capitol Records",0.87,0.835,1,-5.875,1,0.311,0.0353,0,0.142,0.901,140.051,4
spotify:track:0wbnC9AUenxp613TYaJsGK,"Narcos","Culture II","Migos",2018-01-26,255378,69,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:44:21Z,"trap","Quality Control Music, LLC",0.936,0.585,0,-6.914,1,0.124,0.0142,0,0.132,0.243,124.991,4
spotify:track:0fX4oNGBWO3dSGUZcVdVV2,"N95","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,195950,74,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:48:35Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.79,0.67,1,-5.527,1,0.105,0.377,0.00000232,0.119,0.408,139.956,4
spotify:track:67XC51nlZncNpHmZ8rOU9a,"We Cry Together","Mr. Morale & The Big Steppers","Kendrick Lamar;Taylour Paige",2022-05-13,341307,62,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:48:56Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.648,0.68,11,-7.276,1,0.345,0.292,0,0.0808,0.504,106.89,3
spotify:track:1REVvAphiSTJyKQ1fDpHa4,"Purple Hearts","Mr. Morale & The Big Steppers","Kendrick Lamar;Summer Walker;Ghostface Killah",2022-05-13,329295,62,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:49:02Z,"hip hop,west coast hip hop,r&b,east coast hip hop,hardcore hip hop,hip hop old school","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.567,0.824,3,-6.973,0,0.296,0.167,0.00000265,0.149,0.737,138.202,4
spotify:track:3lzUeaCbcCDB5IXYfqWRlF,"Silent Hill","Mr. Morale & The Big Steppers","Kendrick Lamar;Kodak Black",2022-05-13,220779,66,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:49:08Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.907,0.577,1,-6.737,0,0.0767,0.438,0.0000319,0.137,0.801,140.07,4
spotify:track:5G4uLkFKdEZLcuNyeomQmE,"Savior - Interlude","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,152985,57,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:49:40Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.618,0.43,5,-9.38,0,0.216,0.807,0,0.189,0.826,117.125,4
spotify:track:3drdWsJKiVCSQ2gKhd9BDT,"Savior","Mr. Morale & The Big Steppers","Kendrick Lamar;Baby Keem;Sam Dew",2022-05-13,224466,65,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:49:55Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.605,0.692,8,-7.45,1,0.446,0.495,0,0.303,0.685,124.84,5
spotify:track:3xKsf9qdS1CyvXSMEid6g8,"Pink + White","Blonde","Frank Ocean",2016-08-20,184516,89,false,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:52:08Z,"","Boys Don't Cry",0.545,0.545,9,-7.362,1,0.107,0.667,0.0000548,0.417,0.549,159.94,3
spotify:track:35xSkNIXi504fcEwz9USRB,"Solo","Blonde","Frank Ocean",2016-08-20,257380,73,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:52:13Z,"","Boys Don't Cry",0.469,0.289,5,-10.625,0,0.0366,0.85,0.00000248,0.161,0.258,133.805,4
spotify:track:5GUYJTQap5F3RDQiCOJhrS,"Self Control","Blonde","Frank Ocean",2016-08-20,249667,79,false,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:52:30Z,"","Boys Don't Cry",0.581,0.21,8,-10.426,1,0.0321,0.768,0,0.369,0.452,80.099,4
spotify:track:2QeQNF182V61Im0QpjdVta,"Pornography","Rodeo","Travis Scott",2015-09-04,231826,63,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:52:42Z,"rap","Cactus Jack / Epic",0.625,0.648,11,-5.887,1,0.117,0.105,0,0.712,0.342,129.065,4
spotify:track:0MRZ9nMoLc7qQ8Nhovv8C8,"Ok Alright (feat. ScHoolboy Q)","Rodeo","Travis Scott;ScHoolboy Q",2015-09-04,417693,57,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:52:46Z,"rap","Cactus Jack / Epic",0.53,0.661,8,-5.507,1,0.083,0.141,0.00018,0.123,0.149,122.482,4
spotify:track:3dtBVBClM5ms0qCBBrqpUb,"Wasted (feat. Juicy J)","Rodeo","Travis Scott;Juicy J",2015-09-04,235680,56,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:52:51Z,"rap,crunk","Cactus Jack / Epic",0.689,0.61,10,-9.004,0,0.217,0.0836,0,0.36,0.119,134.931,4
spotify:track:2dJ4rGtsOHOgvTQawsCRtg,"Pray 4 Love (feat. The Weeknd)","Rodeo","Travis Scott;The Weeknd",2015-09-04,307000,65,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:52:57Z,"rap","Cactus Jack / Epic",0.629,0.578,1,-4.704,1,0.0428,0.2,0,0.151,0.211,79.94,4
spotify:track:2hiuiI3ac0I5kJWtkeGHEL,"I Can Tell","Rodeo","Travis Scott",2015-09-04,235533,60,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:53:01Z,"rap","Cactus Jack / Epic",0.695,0.8,2,-5.68,1,0.0325,0.000819,0,0.0954,0.0635,110.009,4
spotify:track:77UjLW8j5UAGAGVGhR5oUK,"Pray For Me (with Kendrick Lamar)","Black Panther The Album Music From And Inspired By","The Weeknd;Kendrick Lamar",2018-02-09,211440,69,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-11T01:53:26Z,"hip hop,west coast hip hop","Black Panther (TDE/DMG) PS",0.735,0.677,2,-4.979,1,0.0932,0.0756,0.0000217,0.111,0.187,100.563,4
spotify:track:2MKAalcstfLiNiukSlBzCS,"Vegano","Vegano","Derek",2022-05-25,206783,27,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-12T18:58:33Z,"trap brasileiro,trap,hip hop brasileiro,trap funk","Derek",0.94,0.481,1,-7.277,0,0.376,0.0325,0,0.069,0.53,129.998,4
spotify:track:3IYHWJMzL4aftnp3ENWoXM,"ye","ye","Japa",2022-05-27,167370,35,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-12T18:58:39Z,"trap brasileiro,trap,hip hop brasileiro","Universal Music Ltda.",0.787,0.51,5,-6.913,0,0.0679,0.0407,0.00000707,0.109,0.436,140.089,4
spotify:track:5aYz0Njm6KiGLosbEFCzlS,"Essa é a vida de um Gangsta","Essa é a vida de um Gangsta","Derek",2021-12-20,136062,36,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-12T18:59:36Z,"trap brasileiro,trap,hip hop brasileiro,trap funk","Derek",0.932,0.449,1,-9.916,1,0.318,0.00993,0.00279,0.343,0.235,126.984,4
spotify:track:4W7Y0EsaVPh87WKC1etOHA,"Lobo","Lobo","Orochi;Mainstreet;Mc Poze do Rodo;Ajaxx",2021-04-29,240000,63,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-21T18:04:38Z,"trap brasileiro,hip hop brasileiro,trap funk,trap,funk,funk consciente","Mainstreet Records",0.398,0.59,4,-6.83,0,0.069,0.179,0,0.117,0.105,121.492,4
spotify:track:38uNCW1do0LKfMIt4MDkPo,"Missed You - Bonus Track","After Hours (Deluxe)","The Weeknd",2020-04-03,144539,52,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-26T12:23:33Z,"","Republic Records",0.689,0.374,5,-10.038,0,0.0851,0.115,0.000132,0.111,0.321,151.98,4
spotify:track:06JvOZ39sK8D8SqiqfaxDU,"True Love","True Love","Kanye West;XXXTENTACION",2022-05-27,148571,73,false,8jtopaclkzi6fkcxvnzy3t27q,2022-06-26T12:25:12Z,"rap,rap emo","Columbia",0.712,0.861,5,-5.487,0,0.25,0.0182,0.00000609,0.511,0.388,84.042,4
spotify:track:5mui57Zy4YCqpwVJANzkRp,"Shooters Inside My Crib","Shooters Inside My Crib","Quavo",2022-01-29,147272,54,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-26T12:28:15Z,"","Quality Control Music/Motown Records",0.764,0.644,1,-6.505,1,0.0301,0.403,0.000205,0.137,0.842,131.946,4
spotify:track:3gDRZkL8YfzpZg1N1YsW5x,"Frankenstein (feat. A$AP Rocky)","Paradise Again","Swedish House Mafia;A$AP Rocky",2022-04-15,207360,53,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-26T12:28:58Z,"edm,rap","Republic Records",0.531,0.612,1,-7.966,1,0.306,0.0119,0.0000984,0.311,0.226,105.997,4
spotify:track:3S68RFe1lsdCdTMPIMJM3X,"Cash In Cash Out","Cash In Cash Out","Pharrell Williams;21 Savage;Tyler, The Creator",2022-06-10,216135,65,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-26T12:29:41Z,"","Columbia",0.877,0.56,7,-3.751,1,0.0596,0.00721,0.00000145,0.0839,0.154,119.971,4
spotify:track:6f44p3Kc4ayD9VtbC9Clkr,"Come On, Let's Go (with Nigo)","I Know NIGO!","Tyler, The Creator;Nigo",2022-03-25,199500,28,true,8jtopaclkzi6fkcxvnzy3t27q,2022-06-26T12:33:16Z,"","Victor Victor Worldwide",0.732,0.734,11,-7.968,1,0.0974,0.136,0.000901,0.165,0.488,145.722,4
spotify:track:48Jf12YHPBCAfAzi255Rvr,"Redlight","Paradise Again","Swedish House Mafia;Sting",2022-04-15,242880,64,false,8jtopaclkzi6fkcxvnzy3t27q,2022-07-02T12:36:59Z,"edm,soft rock","Republic Records",0.71,0.63,2,-7.003,1,0.0413,0.00879,0.147,0.058,0.216,125,4
spotify:track:4dcnAzgc29rSlA3oYWfLp2,"Estrelas","Estrelas","Flacko;Derek;Browse;Pile Beats",2022-04-04,165106,16,true,8jtopaclkzi6fkcxvnzy3t27q,2022-07-05T21:04:08Z,"trap brasileiro,trap,hip hop brasileiro,trap funk","Browse",0.902,0.411,2,-11.225,1,0.0784,0.0456,0.00154,0.0745,0.676,140.997,4
spotify:track:68Rnp6Cev6ESnEwlpQI2Ll,"Trampoline - Jauz Remix","Trampoline (Jauz Remix)","SHAED;Jauz",2019-05-21,236170,3,false,8jtopaclkzi6fkcxvnzy3t27q,2022-07-05T21:09:36Z,"bass house,edm,future house,dubstep,eletrohouse","Photo Finish Records",0.49,0.606,7,-6.604,0,0.0424,0.169,0.00106,0.0704,0.119,126.553,4
spotify:track:4ppTAJUbNXELZcoUaL90wo,"Try Me","My Dear Melancholy,","The Weeknd",2018-03-30,221106,72,false,8jtopaclkzi6fkcxvnzy3t27q,2022-07-24T22:26:09Z,"","The Weeknd/Lyric",0.453,0.679,8,-5.778,0,0.0651,0.596,0.000578,0.129,0.107,92.023,4
spotify:track:2OEKjBfuCdVPLLUgUf90ZM,"THE SUN (Prod. Gesaffelstein)","TW20 50","KayCyy;Gesaffelstein",2022-03-11,188826,45,false,8jtopaclkzi6fkcxvnzy3t27q,2022-07-24T22:35:06Z,"","Columbia",0.608,0.764,8,-5.773,1,0.0389,0.179,0.000011,0.0846,0.188,133.01,4
spotify:track:2QHe75B65rCYZAU4dy1aRZ,"Spike Lee","Adeus Tokyo Part I","Japa",2021-10-01,267768,41,true,8jtopaclkzi6fkcxvnzy3t27q,2022-07-24T22:49:32Z,"trap brasileiro,trap,hip hop brasileiro","Universal Music Ltda.",0.716,0.611,8,-7.004,0,0.0678,0.393,0.0185,0.304,0.345,121.031,4
